DBN,School Name,Curved Teacher Improvement,Teacher Improvement
28Q206,P.S. 206 The Horace Harding School,0.692370231,0.717948717
28Q217,J.H.S. 217 Robert A. Van Wyck,0.838642691,0.879120879
28Q220,P.S. 220 Edward Mandel,0.783421262,0.865
28Q284,York Early College Academy,0.755555556,0.755555556
28Q287,The Emerson School,0.819661205,0.854545455
28Q303,The Academy for Excellence through the Arts,0.866666667,0.866666667
28Q310,Queens Collegiate: A College Board School,0.666225074,0.726829268
28Q325,Hillside Arts & Letters Academy,0.815751563,0.84137931
28Q328,High School for Community Leadership,0.819679618,0.832258065
28Q332,Redwood Middle School,0.925,0.925
28Q338,Queens Satellite High School for Opportunity,0.746666667,0.746666667
28Q350,Jamaica Gateway to the Sciences,0.669331622,0.725925926
28Q354,PS 354,0.809090909,0.809090909
28Q440,Forest Hills High School,0.552691154,0.705785124
28Q505,Hillcrest High School,0.793740364,0.832051282
28Q620,Thomas A. Edison Career and Technical Education High School,0.712280702,0.712280702
28Q680,Queens Gateway to Health Sciences Secondary School,0.542414845,0.72173913
28Q686,QUEENS METROPOLITAN HIGH SCHOOL,0.723884305,0.758823529
28Q687,Queens High School for the Sciences at York College,0.531087306,0.706666667
28Q690,High School for Law Enforcement and Public Safety,0.664172168,0.733333333
28Q896,"Young Women's Leadership School, Queens",0.627084635,0.738461538
29Q015,P.S. 015 Jackie Robinson,0.789701998,0.861538461
29Q033,P.S. 033 Edward M. Funk,0.719899258,0.780769231
29Q034,P.S. 034 John Harvard,0.571196993,0.747368421
29Q035,P.S. 035 Nathaniel Woodhull,0.82731523,0.876923077
29Q036,P.S. 036 Saint Albans School,0.724620378,0.772413793
29Q037,Cynthia Jenkins School,0.753767241,0.832258065
29Q038,P.S. 038 Rosedale,0.707692308,0.707692308
29Q052,P.S. 052 Queens,0.675449709,0.72
29Q059,I.S. 059 Springfield Gardens,0.805555556,0.805555556
29Q095,P.S. 095 Eastwood,0.753846154,0.753846154
29Q109,Jean Nuzzi Intermediate School,0.7342779,0.796363637
29Q116,PS/IS 116 William C. Hughley,0.715254237,0.715254237
29Q118,P.S. 118 Lorraine Hansberry,0.694738474,0.807142857
29Q131,P.S. 131 Abigail Adams,0.733333333,0.733333333
29Q132,P.S. 132 Ralph Bunche,0.80330705,0.886956522
29Q134,P.S. 134 Hollis,0.464532775,0.584
29Q135,The Bellaire School,0.46421682,0.546666666
29Q136,P.S. 136 Roy Wilkins,0.709090909,0.709090909
29Q138,P.S./ M.S.138 Sunrise,0.733342216,0.795348837
29Q147,PS/MS 147 Ronald McNair,0.470324718,0.615384616
29Q156,P.S. 156 Laurelton,0.779901843,0.826666667
29Q176,P.S. 176 Cambria Heights,0.765482112,0.785365854
29Q181,P.S. 181 Brookfield,0.574272734,0.685714286
29Q192,I.S. 192 The Linden,0.569072514,0.822222222
29Q195,P.S. 195 William Haberle,0.773103547,0.780952381
29Q208,P.S. / I.S. 208,0.812587917,0.856521739
29Q238,I.S. 238 - Susan B. Anthony Academy,0.595490728,0.6575
29Q243,Institute for Health Professions at Cambria Heights,0.84,0.84
29Q248,Queens Preparatory Academy,0.384260386,0.714285714
29Q251,P.S. 251 Queens,0.708333333,0.708333333
29Q259,Pathways College Preparatory School: A College Board School,0.740084479,0.807407408
29Q265,Excelsior Preparatory High School,0.877419355,0.877419355
29Q268,PS/IS 268,0.530851907,0.683333334
29Q270,The Gordon Parks School,0.631427923,0.676923077
29Q272,George Washington Carver High School for the Sciences,0.771804812,0.852173913
29Q283,Preparatory Academy for Writers: A College Board School,0.775884263,0.813333333
29Q289,Queens United Middle School,0.769230769,0.769230769
29Q295,P.S./I.S. 295,0.653090604,0.7125
29Q313,Benjamin Franklin High School for Finance & Information Technology,0.977777778,0.977777778
29Q326,Cambria Heights Academy,0.775,0.775
29Q327,Eagle Academy for Young Men III,0.31562166,0.54
29Q355,Collaborative Arts Middle School,0.775884263,0.813333333
29Q356,Community Voices Middle School,0.658199049,0.735714285
29Q492,"Mathematics, Science Research and Technology Magnet High School",0.618669982,0.777777778
29Q494,"Law, Government and Community Service High School",0.726728094,0.85
29Q496,"Business, Computer Applications & Entrepreneurship High School",0.573773512,0.7
29Q498,Humanities & Arts Magnet High School,0.628770398,0.674074074
30Q002,P.S. 002 Alfred Zimberg,0.904761905,0.904761905
30Q010,I.S. 010 Horace Greeley,0.812698413,0.812698413
30Q011,P.S. 011 Kathryn Phelan,0.570996787,0.701754386
30Q017,P.S. 017 Henry David Thoreau,0.634559674,0.791666667
30Q069,P.S. 069 Jackson Heights,0.817910448,0.817910448
30Q070,P.S. 070 Queens,0.499138229,0.784615384
30Q076,P.S. 076 William Hallet,0.595122791,0.634375
30Q078,P.S./I.S. 78Q,0.788450677,0.961904763
30Q084,P.S. 084 Steinway,0.75862069,0.75862069
30Q085,P.S. 085 Judge Charles Vallone,0.621727421,0.827272727
30Q092,P.S. 092 Harry T. Stewart Sr.,0.66929489,0.734545454
30Q111,P.S. 111 Jacob Blackwell,0.690909091,0.690909091
30Q112,P.S. 112 Dutch Kills,0.742105263,0.742105263
30Q122,P.S. 122 Mamie Fay,0.685742328,0.718840579
30Q126,Albert Shanker School for Visual and Performing Arts,0.65764003,0.814285714
30Q127,P.S. 127 Aerospace Science Magne,0.533922953,0.681818181
30Q141,I.S. 141 The Steinway,0.767949229,0.783783783
30Q145,I.S. 145 Joseph Pulitzer,0.668342634,0.704477612
30Q148,P.S. 148 Queens,0.695718251,0.733333334
30Q149,P.S. 149 Christa Mcauliffe,0.788505747,0.788505747
30Q150,P.S. 150 Queens,0.717807055,0.869387755
30Q151,P.S. 151 Mary D. Carter,0.752744612,0.846666667
30Q152,P.S. 152 Gwendoline N. Alleyne School,0.487425647,0.775
30Q166,P.S. 166 Henry Gradstein,0.553191454,0.723809524
30Q171,P.S. 171 Peter G. Van Alst,0.626466998,0.764285714
30Q204,I.S. 204 Oliver W. Holmes,0.6922763,0.721739131
30Q212,P.S. 212,0.850917196,0.882352941
30Q222,P.S. Q222 - Fire Fighter Christopher A. Santora School,0.780952381,0.780952381
30Q227,I.S. 227 Louis Armstrong,0.720987458,0.832098765
30Q228,P.S. 228 Early Childhood Magnet School of the Arts,0.761704312,0.890909091
30Q230,I.S. 230,0.68183946,0.792156862
30Q234,P.S. 234,0.577469287,0.761904762
30Q235,Academy for New Americans,0.953846154,0.953846154
30Q258,Energy Tech High School,0.836228934,0.8625
30Q280,P.S. 280,0.764356035,0.784210527
30Q286,"Young Women's Leadership School, Astoria",0.831287605,0.866666667
30Q291,Hunters Point Community Middle School,0.914285714,0.914285714
30Q300,The 30th Avenue School (G&T Citywide),0.975,0.975
30Q301,Academy for Careers in Television and Film,0.939393939,0.939393939
30Q329,East Elmhurst Community School,0.890909091,0.890909091
30Q445,William Cullen Bryant High School,0.396690023,0.653571429
30Q450,Long Island City High School,0.625124767,0.694444444
30Q501,Frank Sinatra School of the Arts High School,0.745542904,0.777272727
30Q502,Information Technology High School,0.700790799,0.734615385
30Q555,Newcomers High School,0.780131444,0.813333333
30Q575,Academy of American Studies,0.619384728,0.744827586
30Q580,Baccalaureate School for Global Education,0.557263394,0.69
31R001,P.S. 001 Tottenville,0.809972538,0.844444444
31R002,I.S. R002 George L. Egbert,0.714963684,0.770909091
31R003,P.S. 003 The Margaret Gioiosa School,0.666335304,0.764
31R004,P.S. 004 Maurice Wollin,0.843125669,0.851685393
31R005,P.S. 005 Huguenot,1,1
31R006,P.S. 6 Corporal Allan F. Kivlehan School,0.737379187,0.839999999
31R007,I.S. 007 Elias Bernstein,0.683182099,0.82745098
31R008,P.S. 8 Shirlee Solomon,0.896825233,0.925
31R009,Naples Street Elementary School,0.971428571,0.971428571
31R010,Fort Hill Collaborative Elementary School,1,1
31R011,P.S. 11 Thomas Dongan School,0.776943208,0.847619048
31R013,P.S. 013 M. L. Lindemeyer,0.636337349,0.893333334
31R014,P.S. 014 Cornelius Vanderbilt,0.569854342,0.8
31R016,P.S. 016 John J. Driscoll,0.655585883,0.805714286
31R018,P.S. 018 John G. Whittier,0.548646342,0.674285715
31R019,P.S. 019 The Curtis School,0.718335405,0.765714286
31R020,P.S. 020 Port Richmond,0.689409355,0.707317073
31R021,P.S. 21 Margaret Emery-Elm Park,0.938924999,0.953333334
31R022,P.S. 022 Graniteville,0.737128254,0.818867925
31R023,P.S. 023 Richmondtown,0.871481731,0.908571429
31R024,I.S. 024 Myra S. Barnes,0.656748659,0.748148148
31R026,P.S. 026 The Carteret School,0.955555556,0.955555556
31R027,I.S. 027 Anning S. Prall,0.705128205,0.705128205
31R028,The Eagle Academy for Young Men of Staten Island,0.714285714,0.714285714
31R029,P.S. 029 Bardwell,0.888652489,0.897674418
31R030,P.S. 030 Westerleigh,0.802550325,0.875555556
31R031,P.S. 031 William T. Davis,0.628992026,0.725925926
31R032,P.S. 032 The Gifford School,0.73809496,0.782352941
31R034,I.S. 034 Tottenville,0.807317073,0.807317073
31R035,P.S. 35 The Clove Valley School,0.917614878,0.961904762
31R036,P.S. 036 J. C. Drumgoole,0.683385389,0.804761905
31R038,P.S. 038 George Cromwell,0.606837133,0.7875
31R039,P.S. 39 Francis J. Murphy Jr.,0.911764706,0.911764706
31R041,P.S. 041 New Dorp,0.649370731,0.764705882
31R042,P.S. 042 Eltingville,0.806566361,0.836363637
31R044,P.S. 044 Thomas C. Brown,0.589123874,0.675471699
31R045,P.S. 045 John Tyler,0.676243892,0.819047619
31R046,P.S. 046 Albert V. Maniscalco,0.856948597,0.908333333
31R047,CSI High School for International Studies,0.791585701,0.896
31R048,P.S. 048 William G. Wilcox,0.736983342,0.88
31R049,I.S. 49 Berta A. Dreyfus,0.681576237,0.726530612
31R050,P.S. 050 Frank Hankinson,0.891525424,0.891525424
31R051,I.S. 051 Edwin Markham,0.652887822,0.74375
31R052,P.S. 052 John C. Thompson,0.783785456,0.817142857
31R053,P.S. 053 Bay Terrace,0.938461538,0.938461538
31R054,P.S. 054 Charles W. Leng,0.767346939,0.767346939
31R055,P.S. 055 Henry M. Boehm,0.795607578,0.825
31R056,P.S. 56 The Louis Desario School,0.766001181,0.830769231
31R057,P.S. 057 Hubert H. Humphrey,0.716391239,0.742857142
31R058,Space Shuttle Columbia School,0.82676192,0.866666667
31R059,The Harbor View School,0.84334619,1
31R060,P.S. 060 Alice Austen,0.849180328,0.849180328
31R061,I.S. 061 William A Morris,0.644241156,0.66097561
31R063,Marsh Avenue School for Expeditionary Learning,0.6912006,0.728571429
31R064,Gaynor McCown Expeditionary Learning School,0.565475317,0.68
31R065,P.S. 65 The Academy of Innovative Learning,0.784587529,0.936842105
31R069,P.S. 069 Daniel D. Tompkins,0.864583333,0.864583333
31R072,I.S. 072 Rocco Laurie,0.770114943,0.770114943
31R074,P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL,0.634504481,0.866666667
31R075,I.S. 075 Frank D. Paulo,0.884313725,0.884313725
31R078,PS 78,0.497558963,0.862500001
31R080,The Michael J. Petrides School,0.807838134,0.851515151
31R440,New Dorp High School,0.736904762,0.736904762
31R445,Port Richmond High School,0.667769243,0.7
31R450,Curtis High School,0.563353647,0.63364486
31R455,Tottenville High School,0.6628966,0.702645503
31R460,Susan E. Wagner High School,0.6611484,0.69689441
31R470,Concord High School,0.842857143,0.842857143
31R600,Ralph R. McKee Career and Technical Education High School,0.641860465,0.641860465
31R605,Staten Island Technical High School,0.785068243,0.832142857
31R607,Staten Island Yabc,0.697733303,0.8
31R861,Staten Island School of Civic Leadership,0.716474213,0.738983051
32K045,P.S./I.S. 045 Horace E. Greene,0.707105616,0.771428571
32K075,P.S. 075 Mayda Cortiella,0.774777143,0.816666667
32K086,P.S. 086 The Irvington,0.86875,0.86875
32K106,P.S. 106 Edward Everett Hale,0.74359652,0.77948718
32K116,P.S. 116 Elizabeth L Farrell,0.640677308,0.716129032
32K123,P.S. 123 Suydam,0.730185642,0.749152542
32K145,P.S. 145 Andrew Jackson,0.756363636,0.756363636
32K151,P.S. 151 Lyndon B. Johnson,0.647875201,0.733333333
32K162,J.H.S. 162 The Willoughby,0.611019068,0.670588235
32K168,The Brooklyn School for Math and Research,0.694736842,0.694736842
32K274,P.S. 274 Kosciusko,0.778378378,0.778378378
32K291,J.H.S. 291 Roland Hayes,0.816162896,0.906666667
32K299,P.S. 299 Thomas Warren Field,0.8064007,0.85
32K347,I.S. 347 School of Humanities,0.806896552,0.806896552
32K349,"I.S. 349 Math, Science & Tech.",0.649406512,0.730434782
32K376,P.S. 376,0.834861901,0.88
32K377,P.S. 377 Alejandrina B. De Gautier,0.693763492,0.74375
32K383,J.H.S. 383 Philippa Schuyler,0.556438544,0.753333333
32K384,P.S. /I.S. 384 Frances E. Carter,0.848,0.848
32K403,Academy for Environmental Leadership,0.703490259,0.714285715
32K545,EBC High School for Public Service - Bushwick,0.482454367,0.626086957
32K549,Bushwick School for Social Justice,0.737726021,0.773333333
32K552,Academy of Urban Planning,0.853846154,0.853846154
32K554,All City Leadership Secondary School,0.9625,0.9625
32K556,Bushwick Leaders High School for Academic Excellence,0.788314911,0.85
32K562,Evergreen Middle School for Urban Exploration,0.763513374,0.7875
32K564,Bushwick Community High School,0.781818182,0.781818182
75K004,P.S. K004,0.542637143,0.71
75K036,P.S. 36,0.632211902,0.706666666
75K053,P.S. K053,0.703052549,0.736986301
75K077,P.S. K077,0.482026659,0.625531915
75K140,P.S. K140,0.519595695,0.674285714
75K141,P.S. K141,0.502545489,0.712195123
75K231,P.S. K231,0.69499078,0.713043478
75K368,P.S. 368,0.652889591,0.712280702
75K369,P.S. K369 - Coy L. Cox School,0.578595138,0.705882353
75K370,P.S. 370,0.517715571,0.618181818
75K371,P.S. 371 - Lillian L. Rashkis,0.541897206,0.661111111
75K372,P.S. 372 -The Children's School,0.575793215,0.816000001
75K373,P.S. 373 - Brooklyn Transition Center,0.650850677,0.705882353
75K396,P.S. K396,0.516758659,0.73939394
75K721,P.S. K721 - Brooklyn Occupational Training Center,0.594423977,0.7
75K753,P.S. K753 - School for Career Development,0.558822666,0.672
75K771,P.S. K771,0.643895857,0.738271605
75K811,P.S. K811 Connie Lekas School,0.635033319,0.737777778
75M035,P.S. 035,0.535942292,0.653846154
75M079,P.S. M079 - Horan School,0.396178628,0.609090909
75M094,P.S. M094,0.505606058,0.709803921
75M138,P.S. 138,0.482184443,0.676923077
75M169,P.S. M169 - Robert F. Kennedy,0.58424161,0.723404256
75M226,P.S. M226,0.666505742,0.694871795
75M721,P.S. M721 - Manhattan Occupational Training Center,0.629529706,0.682758621
75M751,Manhattan School for Career Development,0.92,0.92
75M811,P.S. M811 - Mickey Mantle School,0.50362195,0.75
75Q004,P.S. Q004,0.741716152,0.781818182
75Q009,P.S. 009,0.409311213,0.603333333
75Q023,P.S. Q023 @ Queens Children Center,0.397923516,0.592592593
75Q075,Robert E. Peary School,0.429757668,0.627118643
75Q177,P.S. Q177,0.579050727,0.677272727
75Q224,P.S. Q224,0.697357823,0.756321839
75Q233,P.S. Q233,0.748362412,0.816438356
75Q255,P.S. Q255,0.612883874,0.731818181
75Q256,P.S. Q256,0.638289582,0.688235294
75Q277,The Riverview School,0.877444214,0.890909091
75Q721,John F. Kennedy Jr. School,0.63119936,0.669047619
75Q752,Queens Transition Center,0.540527876,0.649999999
75Q811,P.S. Q811,0.611981553,0.715789474
75Q993,P.S. Q993,0.655398813,0.732584269
75R025,South Richmond High School I.S./P.S. 25,0.590224754,0.704761904
75R037,P.S. R037,0.616791178,0.676923076
75R373,P.S. R373,0.476151662,0.70909091
75R721,THE RICHARD H. HUNGERFORD SCHOOL,0.862365591,0.862365591
75X010,P.S. X010,0.662147846,0.701851852
75X012,P.S. X012 Lewis and Clark School,0.503779636,0.648484848
75X017,P.S. X017,0.593197977,0.632323232
75X168,P.S. 168,0.546053129,0.643037975
75X176,P.S. X176,0.433524929,0.652380952
75X186,P186X Walter J. Damrosch School,0.442071864,0.711111111
75X188,P.S. X188,0.548720432,0.6375
75X352,The Vida Bogart School for All Children,0.521558255,0.753571428
75X469,P469X - The Bronx School for Continuous Learneres,0.85625,0.85625
75X721,P.S. X721 - Stephen McSweeney School,0.612322225,0.731147541
75X723,P.S. 723,0.571851713,0.718918919
75X754,J. M. Rapport School Career Development,0.483038729,0.612
75X811,P.S. X811,0.470129832,0.66
84K037,Beginning with Children Charter School II,0.636346267,0.799999999
84K125,Success Academy Charter School - Bed-Stuy 2,0.484897576,0.78
84K129,Success Academy Charter School - Cobble Hill,0.73759752,0.82962963
84K182,Success Academy Charter School - Williamsburg,0.812401291,0.851612903
84K333,Explore Exceed Charter School,0.774777272,0.786666667
84K355,Williamsburg Collegiate Charter School,0.660122365,0.978571428
84K356,Achievement First Crown Heights Charter School,0.787878788,0.787878788
84K357,KIPP AMP Charter School,0.733448712,0.823076923
84K358,Achievement First East New York Charter School,0.81271876,0.832786885
84K359,The Uft Charter School,0.314424413,0.800000001
84K360,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,0.718306506,0.757142857
84K362,Hellenic Classical Charter School,0.827027027,0.827027027
84K367,Success Academy Charter School - Bed-Stuy 1,0.892307692,0.892307692
84K379,Explore Excel Charter School,0.736842105,0.736842105
84K386,Invictus Preparatory Charter School,0.516396161,0.63
84K395,Roads Charter School I,0.555244324,0.6875
84K406,Teaching Firms of America-Professional Preparatory Charter School,0.822375915,0.862068965
84K417,Urban Dove Charter School,0.688888889,0.688888889
84K473,Williamsburg Charter High School,0.655263158,0.655263158
84K486,New Dawn Charter High School,0.815078369,0.827586207
84K508,Achievement First Endeavor Charter School,0.813386105,0.903846154
84K517,Leadership Prep Bedford Stuyvesant Charter School,0.765023811,0.834615385
84K536,Community Roots Charter School,0.860448302,0.927777778
84K538,Achievement First Bushwick Charter School,0.857648213,0.901639345
84K593,Excellence Boys Charter School,0.87260546,0.901694915
84K608,Kings Collegiate Charter School,0.461559533,0.719999999
84K626,Achievement First Brownsville Charter School,0.554525674,0.825806452
84K648,Bedford Stuyvesant Collegiate Charter School,0.621575074,0.921428572
84K649,La Cima Charter School,0.661530622,0.697297298
84K651,PAVE Academy Charter School,0.451889037,0.45882353
84K652,Brooklyn Ascend Charter School,0.794285714,0.794285714
84K680,Achievement First Aspire Charter School,0.699455743,0.907692307
84K689,Citizens of the World Charter School 1 Williamsburg,0.884111901,0.921739131
84K692,Citizens of the World Charter School New York 2 Crown Heights,0.714761597,0.761904762
84K693,Northside Charter High School,0.725,0.725
84K701,Brooklyn Charter School,0.771428571,0.771428571
84K702,Community Partnership Charter School,0.69217277,0.725581395
84K703,Beginning With Children Charter School,0.687852529,0.721052632
84K704,Explore Charter School,0.711418034,0.726086956
84K707,Brooklyn Prospect Charter School,0.749291332,0.803278688
84K710,Brownsville Collegiate Charter School,0.586966868,0.884615385
84K711,Leadership Preparatory Brownsville Charter School,0.750499677,0.8
84K712,Excellence Girls Charter School,0.89406503,0.9125
84K724,Leadership Prep Canarsie Charter School (Leadership Prep CS 4),0.914135425,0.98
84K726,Fahari Academy Charter School,0.605760454,0.645714286
84K730,Summit Academy Charter School,0.4609116,0.647058823
84K731,Brooklyn Excelsior Charter School,0.447709396,0.634482759
84K733,"Math, Engineering, and Science Academy Charter High School",0.875353793,0.907692308
84K734,The Ethical Community Charter School (TECCS),0.775632634,0.8
84K736,New American Academy Charter School,0.6955044,0.836363636
84K737,Brownsville Ascend Charter School,0.698190179,0.761702128
84K738,New Visions Charter High School for Advanced Math and Science III,0.810525191,0.831578947
84K739,New Visions Charter High School for the Humanities III,0.611012249,0.658823529
84K740,Brooklyn Scholars Charter School,0.648740598,0.748717948
84K741,Success Academy Crown Heights (Brooklyn 7),0.9,0.9
84K742,Explore Empower Charter School,0.602769351,0.608888889
84K744,Coney Island Preparatory Public Charter School,0.810377399,0.818604651
84K746,Hebrew Language Academy Charter School,0.856721903,0.888372093
84K752,Success Academy Fort Greene (Brooklyn 5),0.888888889,0.888888889
84K756,Success Academy Prospect Heights (Brooklyn 6),0.764633879,0.906666667
84K757,Unity Prep Charter School,0.847619048,0.847619048
84K758,Brooklyn Urban Garden Charter School,0.666666667,0.666666667
84K759,CANARSIE ASCEND CHARTER SCHOOL,0.7625,0.7625
84K769,Hyde Leadership Charter School- Brooklyn,0.48114292,0.54117647
84K772,Success Academy Charter School - Bensonhurst - New York 3,0.875,0.875
84K774,Achievement First Apollo Charter School,0.682758507,0.777777778
84K775,Leadership Preparatory Ocean Hill Charter School,0.945502945,0.955102041
84K777,Ocean Hill Collegiate Charter School,0.592664605,0.878571428
84K780,Brooklyn East Collegiate Charter School,0.451622919,0.847058824
84K781,Success Academy Charter School - Bergen Beach - New York 4,0.816007773,0.846153846
84K782,Bedford Stuyvesant New Beginnings Charter School,0.504656066,0.644444445
84K784,Achievement First North Brooklyn Prep Charter School,0.707802542,0.911111111
84K785,Imagine Me Leadership Charter School,0.783996715,0.881818182
84K788,Achievement First Linden Elementary School,0.484579164,0.840000001
84K789,Compass Charter School,0.981818182,0.981818182
84K790,Central Brooklyn Ascend Charter School,0.410297949,0.66
84K791,Brooklyn Dreams Charter School,0.306250122,0.685714285
84K792,The Cultural Arts Academy at Spring Creek Charter School,0.787878788,0.787878788
84K793,Bushwick Ascend Charter School,0.740909091,0.740909091
84K796,Lefferts Gardens Charter School,0.879069767,0.879069767
84K797,New Hope Academy Charter School,0.84375,0.84375
84K803,Brooklyn LAB Charter School,0.607209257,0.72
84M065,Democracy Prep Endurance Charter School,0.9875,0.9875
84M068,KIPP Washington Heights Middle School,0.679746336,0.945454546
84M080,Manhattan Charter School II,0.815384615,0.815384615
84M085,Global Community Charter School,0.583148023,0.64
84M100,Neighborhood Charter School of Harlem,0.885714286,0.885714286
84M168,East Harlem Scholars Academy Charter School II,0.929411765,0.929411765
84M170,Success Academy Hell's Kitchen (Manhattan 2),0.569694729,0.733333333
84M174,Success Academy Union Square (Manhattan 1),0.759594884,0.92
84M186,Harlem Hebrew Language Charter School,0.719537469,0.825000001
84M265,Success Academy Charter School - Washington Heights - New York 1,0.819229221,0.883333333
84M279,The Opportunity Charter School,0.516622846,0.553846153
84M284,Harlem Children's Zone Promise Academy 1 Charter School,0.541219864,0.685714285
84M320,Manhattan Charter School,0.863289941,0.885714285
84M329,Harlem Link Charter School,0.78,0.78
84M330,Girls Preparatory Charter School of New York,0.794474999,0.806666667
84M335,Harlem Village Academy Leadership Charter School,0.755224232,0.761290322
84M336,KIPP Infinity Charter School,0.865294938,0.879365079
84M337,New York Center for Autism Charter School,0.838461538,0.838461538
84M341,Harlem Children's Zone Promise Academy II Charter School,0.661491013,0.73939394
84M350,Democracy Prep Charter School,0.867781565,0.890322581
84M351,Success Academy Charter School - Harlem 1,0.66929171,0.861538462
84M353,New Heights Academy Charter School,0.648439515,0.768888889
84M382,DREAM Charter School,0.875555556,0.875555556
84M384,Success Academy Charter School - Harlem 2,0.725434745,0.912
84M385,Success Academy Charter School - Harlem 3,0.559310447,0.841666667
84M386,Success Academy Charter School - Harlem 4,0.567063265,0.853333333
84M388,St. HOPE Leadership Academy Charter School,0.811990414,0.8375
84M430,The Equity Project Charter School (TEP),0.873265908,0.886666667
84M433,Renaissance Charter High School for Innovation,0.617540029,0.623809524
84M478,Inwood Academy for Leadership Charter School,0.789028441,0.809523809
84M481,Democracy Prep Harlem Charter School,0.859701493,0.859701493
84M482,Success Academy Charter School - Harlem 5,0.455139333,0.885714286
84M483,New York French American Charter School,0.539741562,0.640000001
84M518,East Harlem Scholars Academy Charter School,0.806375709,0.81875
84M522,Broome Street Academy Charter School,0.640512655,0.68275862
84M523,Success Academy Charter School - Upper West,0.846153846,0.846153846
84M702,Sisulu-Walker Charter School of Harlem,0.733792938,0.876190476
84M704,Harbor Science and Arts Charter School,0.723108997,0.813333333
84M705,Amber Charter School,0.856752982,0.874418605
84M707,John V. Lindsay Wildcat Academy Charter School,0.590345346,0.91764706
84M708,Harlem Prep Charter School,0.838922887,0.860714286
84M709,Harlem Village Academy Charter School,0.738622516,0.845833334
84M726,KIPP STAR College Prep Charter School,0.513774989,0.816
84M861,Future Leaders Institute Charter School,0.666292175,0.73125
84Q083,Central Queens Academy Charter School,0.697615672,0.712
84Q170,Peninsula Preparatory Academy Charter School,0.55203265,0.747368421
84Q298,Middle Village Prep Charter School,0.853621284,0.936842105
84Q304,VOICE Charter School of New York,0.897560976,0.897560976
84Q321,Growing Up Green Charter School,0.634715834,0.76875
84Q337,Success Academy Charter School - Rosedale - New York 5,0.889419605,0.927272727
84Q339,Success Academy Charter School - Springfield Gardens - New York 6,0.569804325,0.771428572
84Q340,Challenge Preparatory Charter School,0.704761905,0.704761905
84Q341,Riverton Street Charter School,0.51591614,0.658823529
84Q342,Rochdale Early Advantage Charter School,0.726988743,0.753846154
84Q359,Academy of the City Charter School,0.764080005,0.792307692
84Q704,Merrick Academy - Queens Public Charter School,0.549987145,0.819047619
84Q705,Renaissance Charter School,0.697189114,0.734883721
84Q706,Our World Neighborhood Charter School,0.559636745,0.793103448
84R067,John W. Lavelle Preparatory Charter School,0.775510204,0.775510204
84R071,Staten Island Community Charter School,0.69853942,0.776
84R073,New World Preparatory Charter School,0.831681817,0.844444444
84X124,Children’s Aid College Prep Charter School,0.625241482,0.768421053
84X133,Icahn Charter School 6,0.57975838,0.771428571
84X165,Grand Concourse Charter School,0.80625,0.80625
84X177,Mott Hall Charter School,0.556682772,0.655555555
84X185,Bronx Lighthouse Charter School,0.806779661,0.806779661
84X200,ROADS Charter School II,0.72659529,0.778947369
84X202,New Visions Charter High School for Advanced Math and Science II,0.805555556,0.805555556
84X208,New Visions Charter High School for the Humanities II,0.683870968,0.683870968
84X233,Family Life Academy Charter School II,0.662917503,0.853333333
84X255,Bronx Charter School for Excellence,0.871850406,0.880701754
84X256,Heketi Community Charter School,0.804840903,0.905263158
84X258,Tech International Charter School,0.579358399,0.591304348
84X309,South Bronx Charter School for International Cultures and the Arts,0.57175129,0.78095238
84X345,Hyde Leadership Charter School,0.671380936,0.692473118
84X346,South Bronx Classical Charter School,0.842105263,0.842105263
84X347,International Leadership Charter High School,0.648357596,0.877777778
84X362,Icahn Charter School 7,0.767196959,0.957142858
84X364,South Bronx Classical Charter School II,0.777777778,0.777777778
84X378,Icahn Charter School 2,0.757357746,0.874074074
84X380,Success Academy Charter School - Bronx 3,0.771102705,0.927272727
84X387,Brilla College Prep Charter School,0.866666667,0.866666667
84X389,Bronx Global Learning Institute for Girls Charter School,0.786956522,0.786956522
84X393,University Prep Charter High School,0.78790909,0.8
84X394,Mott Haven Academy Charter School,0.724049628,0.742857142
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",0.728202388,0.794444444
84X398,Bronx Community Charter School,0.874981768,0.893023255
84X407,Bronx Charter School for Children,0.685407239,0.807142857
84X419,Bronx Academy of Promise Charter School,0.795918367,0.795918367
84X422,Icahn Charter School 3,0.719393892,0.814285714
84X461,Metropolitan Lighthouse Charter School,0.668965517,0.668965517
84X464,Success Academy Charter School - Bronx 4 - New York 2,0.465118834,0.84
84X465,Boys Preparatory Charter School of New York,0.604528954,0.76
84X471,American Dream Charter School,0.911111111,0.911111111
84X472,Family Life Academy Charter School III,0.766666667,0.766666667
84X482,Dr. Richard Izquierdo Health and Science Charter School,0.724137931,0.724137931
84X487,Girls Preparatory Charter School of the Bronx,0.806358999,0.814545454
84X488,The Equality Charter School,0.619953957,0.642857143
84X491,Academic Leadership Charter School,0.768,0.768
84X493,Success Academy Charter School - Bronx 1,0.635513899,0.792857143
84X494,Success Academy Charter School - Bronx 2,0.71378272,0.904347827
84X496,Icahn Charter School 4,0.834957693,0.852173913
84X538,Icahn Charter School 5,0.692494467,0.870588235
84X539,New Visions Charter High School for Advanced Math and Science,0.656399569,0.767741936
